user_id,group_name,prompt_type,prompt_index,transcript,spoken_text,vowel_arpabet,prompt_cohort
19,word13,word,13,emergency,emergency,,all
19,word14,word,14,heart,heart,,all
19,word15,word,15,break,break,,all
19,sentences1,sentence,1,I need help.,I need help.,,all
19,sentences2,sentence,2,Call for an ambulance.,Call for an ambulance.,,all
19,sentences3,sentence,3,The building's on fire.,The building's on fire.,,all
19,sentences4,sentence,4,Can you smell smoke?,Can you smell smoke?,,all
19,sentences5,sentence,5,Where's the fire escape?,Where's the fire escape?,,all
19,sentences6,sentence,6,There's been an accident.,There's been an accident.,,all
19,sentences7,sentence,7,Need emergency treatment at shock stage.,Need emergency treatment at shock stage.,,emergency
19,sentences8,sentence,8,Is there a doctor here?,Is there a doctor here?,,all
19,sentences9,sentence,9,He need a rescue for a heart attack.,He need a rescue for a heart attack.,,emergency
19,sentences10,sentence,10,Don't worry about falling.,Don't worry about falling.,,emergency
20,vowel1,vowel,1,[ae],,AE,all
20,vowel2,vowel,2,[i],,IY,all
20,vowel3,vowel,3,[schwa],,AH,all
20,vowel4,vowel,4,[open-o],,AO,all
20,vowel5,vowel,5,[u],,UW,all
20,word1,word,1,order,order,,all
20,word2,word,2,assist,assist,,all
20,word3,word,3,help,help,,all
20,word4,word,4,ambulance,ambulance,,all
20,word5,word,5,bleed,bleed,,all
20,word6,word,6,fall,fall,,all
20,word7,word,7,shock,shock,,all
20,word8,word,8,medical,medical,,all
20,word9,word,9,sanitize,sanitize,,all
20,word10,word,10,doctor,doctor,,all
20,word11,word,11,accident,accident,,all
20,word12,word,12,rescue,rescue,,all
20,word13,word,13,emergency,emergency,,all
20,word14,word,14,heart,heart,,all
20,word15,word,15,break,break,,all
20,sentences1,sentence,1,I need help.,I need help.,,all
20,sentences2,sentence,2,Call for an ambulance.,Call for an ambulance.,,all
20,sentences3,sentence,3,The building's on fire.,The building's on fire.,,all
20,sentences4,sentence,4,Can you smell smoke?,Can you smell smoke?,,all
20,sentences5,sentence,5,Where's the fire escape?,Where's the fire escape?,,all
20,sentences6,sentence,6,There's been an accident.,There's been an accident.,,all
20,sentences7,sentence,7,Need emergency treatment at shock stage.,Need emergency treatment at shock stage.,,emergency
20,sentences8,sentence,8,Is there a doctor here?,Is there a doctor here?,,all
20,sentences9,sentence,9,He need a rescue for a heart attack.,He need a rescue for a heart attack.,,emergency
20,sentences10,sentence,10,Don't worry about falling.,Don't worry about falling.,,emergency
